Time,Source,Flight Name,Status,date,type,Destination
00:05:00,Paris (CDG),Air France,Landed 12:48 AM,2020-02-02,A,
00:05:00,Hyderabad (HYD),IndiGo,Landed 12:23 AM,2020-02-02,A,
00:05:00,,GoAir,Departed 12:30 AM,2020-02-02,D,Delhi (DEL)
00:05:00,,AirAsia,Departed 12:55 AM,2020-02-02,D,Delhi (DEL)
00:05:00,,Bangkok Airways (Guilin Livery),Departed 12:50 AM,2020-02-02,D,Bangkok (BKK)
00:10:00,Jaipur (JAI),GoAir,Landed 12:57 AM,2020-02-02,A,
00:10:00,Delhi (DEL),IndiGo,Landed 11:45 PM,2020-02-02,A,
00:10:00,,United Airlines,Departed 1:02 AM,2020-02-02,D,New York (EWR)
00:15:00,London (LHR),British Airways (GREAT Festival of Creativity),Landed 1:21 AM,2020-02-02,A,
00:15:00,Dubai (DXB),Vistara,Landed 12:01 AM,2020-02-02,A,
00:15:00,Coimbatore (CJB),IndiGo,Landed 12:09 AM,2020-02-02,A,
00:15:00,,IndiGo,Departed 12:45 AM,2020-02-02,D,Bengaluru (BLR)
00:20:00,Bengaluru (BLR),GoAir,Landed 12:04 AM,2020-02-02,A,
00:20:00,Goa (GOI),SpiceJet,Landed 1:28 AM,2020-02-02,A,
00:20:00,Chennai (MAA),IndiGo,Landed 1:26 AM,2020-02-02,A,
00:20:00,,IndiGo,Departed 12:38 AM,2020-02-02,D,Chennai (MAA)
00:25:00,Jeddah (JED),IndiGo,Landed 1:07 AM,2020-02-02,A,
00:25:00,,IndiGo,Departed 12:47 AM,2020-02-02,D,Cochin (COK)
00:30:00,Goa (GOI),Air India,Landed 12:37 AM,2020-02-02,A,
00:30:00,Bengaluru (BLR),AirAsia,Landed 12:11 AM,2020-02-02,A,
00:30:00,Kolkata (CCU),IndiGo,Landed 12:40 AM,2020-02-02,A,
00:30:00,,SpiceJet,Departed 1:14 AM,2020-02-02,D,Goa (GOI)
00:35:00,Hong Kong (HKG),Cathay Pacific,Landed 12:53 AM,2020-02-02,A,
00:35:00,,GoAir,Departed 1:11 AM,2020-02-02,D,Kannur (CNN)
00:35:00,,SpiceJet,Departed 1:05 AM,2020-02-02,D,Kolkata (CCU)
00:40:00,Amsterdam (AMS),KLM,Landed 1:01 AM,2020-02-02,A,
00:45:00,Delhi (DEL),IndiGo,Landed 12:44 AM,2020-02-02,A,
00:45:00,,Air India,Departed 1:36 AM,2020-02-02,D,Dubai (DXB)
00:50:00,,SpiceJet,Departed 2:02 AM,2020-02-02,D,Chennai (MAA)
00:50:00,,IndiGo,Departed 1:59 AM,2020-02-02,D,Hyderabad (HYD)
00:50:00,,IndiGo,Departed 1:24 AM,2020-02-02,D,Delhi (DEL)
00:55:00,Hyderabad (HYD),SpiceJet (With All Our Heart Livery),Landed 1:17 AM,2020-02-02,A,
00:55:00,London (LHR),Virgin Atlantic,Landed 1:19 AM,2020-02-02,A,
00:55:00,Bengaluru (BLR),IndiGo,Landed 1:15 AM,2020-02-02,A,
00:55:00,,Delta Air Lines,Departed 1:29 AM,2020-02-02,D,New York (JFK)
00:55:00,,Singapore Airlines,Departed 1:17 AM,2020-02-02,D,Singapore (SIN)
01:00:00,Delhi (DEL),GoAir,Landed 1:07 AM,2020-02-02,A,
01:00:00,Frankfurt (FRA),Lufthansa,Landed 1:42 AM,2020-02-02,A,
01:10:00,Delhi (DEL),Air India,Landed 1:39 AM,2020-02-02,A,
01:10:00,Kolkata (CCU),AirAsia,Landed 1:10 AM,2020-02-02,A,
01:10:00,Kuwait City (KWI),Kuwait Airways,Landed 12:54 AM,2020-02-02,A,
01:10:00,,AirAsia,Departed 1:22 AM,2020-02-02,D,Bengaluru (BLR)
01:15:00,Beijing (PEK),Air China,Landed 1:29 AM,2020-02-02,A,
01:15:00,,Singapore Airlines,Unknown,2020-02-02,D,Singapore (SIN)
01:20:00,Goa (GOI),GoAir,Landed 1:35 AM,2020-02-02,A,
01:20:00,,Swiss,Departed 1:49 AM,2020-02-02,D,Zurich (ZRH)
01:25:00,,GoAir,Departed 1:56 AM,2020-02-02,D,Phuket (HKT)
01:25:00,,IndiGo,Departed 2:51 AM,2020-02-02,D,Dubai (DXB)
01:30:00,Kolkata (CCU),GoAir,Landed 1:31 AM,2020-02-02,A,
01:30:00,Dubai (DXB),IndiGo,Landed 1:46 AM,2020-02-02,A,
01:30:00,,Air India,Departed 3:22 AM,2020-02-02,D,New York (EWR)
01:35:00,Bangkok (BKK),THAI Smile,Landed 1:41 AM,2020-02-02,A,
01:35:00,Hyderabad (HYD),Blue Dart Aviation,Landed 1:44 AM,2020-02-02,A,
01:35:00,,Air India,Departed 2:07 AM,2020-02-02,D,Ahmedabad (AMD)
01:35:00,,Lufthansa,Departed 2:27 AM,2020-02-02,D,Munich (MUC)
01:40:00,,Cathay Pacific,Departed 2:16 AM,2020-02-02,D,Hong Kong (HKG)
01:45:00,Cairo (CAI),EgyptAir (Egyptian National Football Team Livery),Landed 1:55 AM,2020-02-02,A,
01:45:00,Delhi (DEL),SpiceJet,Landed 3:05 AM,2020-02-02,A,
01:50:00,Ahmedabad (AMD),GoAir,Landed 3:19 AM,2020-02-02,A,
01:50:00,Bangkok (BKK),SpiceJet,Landed 2:03 AM,2020-02-02,A,
01:50:00,Hyderabad (HYD),IndiGo,Landed 1:51 AM,2020-02-02,A,
01:50:00,,AirAsia,Departed 2:12 AM,2020-02-02,D,Kolkata (CCU)
01:50:00,,IndiGo,Departed 2:09 AM,2020-02-02,D,Singapore (SIN)
01:50:00,,IndiGo,Departed 2:04 AM,2020-02-02,D,Delhi (DEL)
02:05:00,Bengaluru (BLR),Blue Dart Aviation,Landed 2:10 AM,2020-02-02,A,
02:05:00,Doha (DOH),Air India Express (Sitar/Tabla Livery),Landed 4:21 AM,2020-02-02,A,
02:05:00,Goa (GOI),AirAsia,Landed 1:52 AM,2020-02-02,A,
02:05:00,,Air France,Departed 3:08 AM,2020-02-02,D,Paris (CDG)
02:10:00,Colombo (CMB),SriLankan Airlines,Landed 2:00 AM,2020-02-02,A,
02:15:00,Dubai (DXB),Emirates,Landed 2:12 AM,2020-02-02,A,
02:15:00,,British Airways (GREAT Festival of Creativity),Departed 3:04 AM,2020-02-02,D,London (LHR)
02:20:00,,SpiceJet,Departed 3:45 AM,2020-02-02,D,Delhi (DEL)
02:25:00,Sharjah (SHJ),SpiceJet,Canceled,2020-02-02,A,
02:25:00,,Kuwait Airways,Departed 2:33 AM,2020-02-02,D,Kuwait City (KWI)
02:25:00,,Blue Dart Aviation,Departed 2:49 AM,2020-02-02,D,Ahmedabad (AMD)
02:30:00,Amritsar (ATQ),Air India,Landed 1:53 AM,2020-02-02,A,
02:30:00,Doha (DOH),Qatar Airways,Landed 2:05 AM,2020-02-02,A,
02:30:00,,KLM,Departed 3:05 AM,2020-02-02,D,Amsterdam (AMS)
02:30:00,,IndiGo,Departed 2:47 AM,2020-02-02,D,Hyderabad (HYD)
02:35:00,Addis Ababa (ADD),Ethiopian Airlines,Landed 2:14 AM,2020-02-02,A,
02:35:00,,SpiceJet (With All Our Heart Livery),Departed 2:40 AM,2020-02-02,D,Hyderabad (HYD)
02:40:00,Abu Dhabi (AUH),Etihad,Landed 2:22 AM,2020-02-02,A,
02:40:00,,THAI Smile,Departed 2:53 AM,2020-02-02,D,Bangkok (BKK)
02:45:00,Muscat (MCT),IndiGo,Landed 3:08 AM,2020-02-02,A,
02:45:00,,Air China,Departed 2:59 AM,2020-02-02,D,Beijing (PEK)
02:50:00,,EgyptAir (Egyptian National Football Team Livery),Departed 3:10 AM,2020-02-02,D,Cairo (CAI)
02:55:00,,Lufthansa,Departed 4:04 AM,2020-02-02,D,Frankfurt (FRA)
03:00:00,,Air India,Departed 3:13 AM,2020-02-02,D,Goa (GOI)
03:00:00,,Virgin Atlantic,Departed 4:02 AM,2020-02-02,D,London (LHR)
03:05:00,Kuwait City (KWI),Jazeera Airways,Landed 2:34 AM,2020-02-02,A,
03:05:00,,Blue Dart Aviation,Departed 3:12 AM,2020-02-02,D,Delhi (DEL)
03:05:00,,Vistara,Departed 3:18 AM,2020-02-02,D,Delhi (DEL)
03:10:00,,SriLankan Airlines,Departed 3:15 AM,2020-02-02,D,Colombo (CMB)
03:15:00,Sana'a (SAH),Yemenia,Unknown,2020-02-02,A,
04:00:00,London (LHR),Air India,Landed 6:16 AM,2020-02-02,A,
04:00:00,Delhi (DEL),SpiceXpress,Landed 4:25 AM,2020-02-02,A,
04:00:00,,GoAir,Departed 4:11 AM,2020-02-02,D,Port Blair (IXZ)
04:00:00,,Qatar Airways,Departed 4:22 AM,2020-02-02,D,Doha (DOH)
04:05:00,,Ethiopian Airlines,Departed 4:26 AM,2020-02-02,D,Addis Ababa (ADD)
04:05:00,,Jazeera Airways,Departed 4:16 AM,2020-02-02,D,Kuwait City (KWI)
04:05:00,,SpiceJet,Departed 4:40 AM,2020-02-02,D,Bangkok (BKK)
04:10:00,Dubai (DXB),Air India,Landed 4:12 AM,2020-02-02,A,
04:10:00,Delhi (DEL),Blue Dart Aviation,Landed 4:21 AM,2020-02-02,A,
04:10:00,Dubai (DXB),flydubai,Landed 4:05 AM,2020-02-02,A,
04:10:00,Guangzhou (CAN),RwandAir,Unknown,2020-02-02,A,
04:15:00,Sharjah (SHJ),Air Arabia,Landed 4:13 AM,2020-02-02,A,
04:15:00,Victoria (SEZ),Air Seychelles,Landed 4:17 AM,2020-02-02,A,
04:15:00,Doha (DOH),IndiGo,Landed 4:36 AM,2020-02-02,A,
04:15:00,,Emirates,Departed 4:41 AM,2020-02-02,D,Dubai (DXB)
04:15:00,,Yemenia,Unknown,2020-02-02,D,Sana'a (SAH)
04:20:00,Abu Dhabi (AUH),IndiGo,Landed 4:15 AM,2020-02-02,A,
04:20:00,Chennai (MAA),SpiceXpress,Landed 4:10 AM,2020-02-02,A,
04:25:00,Muscat (MCT),Air India,Landed 8:25 AM,2020-02-02,A,
04:25:00,Ahmedabad (AMD),Blue Dart Aviation,Landed 4:42 AM,2020-02-02,A,
04:25:00,,SpiceJet,Canceled,2020-02-02,D,Sharjah (SHJ)
04:30:00,Colombo (CMB),Air India,Landed 5:44 AM,2020-02-02,A,
04:40:00,,Etihad,Departed 4:55 AM,2020-02-02,D,Abu Dhabi (AUH)
04:50:00,Kannur (CNN),GoAir,Landed 4:53 AM,2020-02-02,A,
04:50:00,Cochin (COK),IndiGo,Landed 4:39 AM,2020-02-02,A,
04:50:00,,SpiceXpress,Departed 5:32 AM,2020-02-02,D,Bengaluru (BLR)
04:55:00,Bahrain (BAH),Gulf Air,Landed 4:47 AM,2020-02-02,A,
04:55:00,Delhi (DEL),GoAir,Landed 5:09 AM,2020-02-02,A,
04:55:00,,GoAir,Departed 4:53 AM,2020-02-02,D,Goa (GOI)
04:55:00,,Air Arabia,Departed 5:09 AM,2020-02-02,D,Sharjah (SHJ)
05:00:00,,IndiGo,Departed 4:59 AM,2020-02-02,D,Kolkata (CCU)
05:05:00,,Air India,Departed 8:01 AM,2020-02-02,D,Goa (GOI)
05:05:00,,flydubai,Departed 5:23 AM,2020-02-02,D,Dubai (DXB)
05:05:00,,IndiGo,Departed 6:25 AM,2020-02-02,D,Kuwait City (KWI)
05:10:00,Istanbul (IST),Turkish Airlines,Landed 4:45 AM,2020-02-02,A,
05:10:00,Riyadh (RUH),IndiGo,Landed 5:14 AM,2020-02-02,A,
05:10:00,,Blue Dart Aviation,Departed 5:41 AM,2020-02-02,D,Bengaluru (BLR)
05:10:00,,GoAir,Departed 5:17 AM,2020-02-02,D,Cochin (COK)
05:10:00,,RwandAir,Departed 5:59 AM,2020-02-02,D,Kigali (KGL)
05:15:00,,IndiGo,Departed 5:18 AM,2020-02-02,D,Vadodara (BDQ)
05:20:00,,AirAsia,Departed 5:21 AM,2020-02-02,D,Delhi (DEL)
05:20:00,,SpiceJet,Departed 5:37 AM,2020-02-02,D,Jaipur (JAI)
05:20:00,,IndiGo,Departed 5:27 AM,2020-02-02,D,Jaipur (JAI)
05:20:00,,SpiceXpress,Departed 5:25 AM,2020-02-02,D,Bengaluru (BLR)
05:25:00,Goa (GOI),Air India,Landed 6:17 AM,2020-02-02,A,
05:25:00,Hyderabad (HYD),IndiGo,Landed 5:11 AM,2020-02-02,A,
05:25:00,,Air India,Departed 5:33 AM,2020-02-02,D,Cochin (COK)
05:25:00,,Blue Dart Aviation,Departed 5:47 AM,2020-02-02,D,Hyderabad (HYD)
05:31:00,,Air India,Departed 5:56 AM,2020-02-02,D,Aurangabad (IXU)
05:31:00,,Air India,Departed 8:04 AM,2020-02-02,D,Ahmedabad (AMD)
05:31:00,,Air Seychelles,Departed 5:51 AM,2020-02-02,D,Victoria (SEZ)
05:31:00,,SpiceJet,Departed 5:40 AM,2020-02-02,D,Kolkata (CCU)
05:35:00,Nairobi (NBO),Kenya Airways,Landed 6:45 AM,2020-02-02,A,
05:35:00,Riyadh (RUH),Saudia Cargo,Landed 5:07 AM,2020-02-02,A,
05:35:00,,Air India,Departed 5:53 AM,2020-02-02,D,Nagpur (NAG)
05:35:00,,IndiGo,Departed 5:38 AM,2020-02-02,D,Ranchi (IXR)
05:40:00,Bangkok (DMK),Thai Lion Air,Landed 6:21 AM,2020-02-02,A,
05:40:00,,Air India,Departed 3:43 PM,2020-02-02,D,Chennai (MAA)
05:45:00,Muscat (MCT),GoAir,Landed 5:32 AM,2020-02-02,A,
05:45:00,,GoAir,Departed 6:05 AM,2020-02-02,D,Jaipur (JAI)
05:45:00,,SpiceJet,Departed 6:04 AM,2020-02-02,D,Hyderabad (HYD)
05:50:00,Abu Dhabi (AUH),Air India,Landed 6:00 AM,2020-02-02,A,
05:50:00,,GoAir,Departed 5:54 AM,2020-02-02,D,Chennai (MAA)
05:50:00,,Alliance Air,Unknown,2020-02-02,D,Surat (STV)
05:55:00,,SpiceJet,Departed 9:43 AM,2020-02-02,D,Jammu (IXJ)
05:55:00,,SpiceJet,Departed 6:13 AM,2020-02-02,D,Guwahati (GAU)
06:00:00,,GoAir,Departed 6:02 AM,2020-02-02,D,Bengaluru (BLR)
06:00:00,,GoAir,Departed 6:15 AM,2020-02-02,D,Delhi (DEL)
06:00:00,,SpiceJet,Departed 6:20 AM,2020-02-02,D,Delhi (DEL)
06:05:00,,GoAir,Departed 6:31 AM,2020-02-02,D,Nagpur (NAG)
06:05:00,,Vistara,Departed 6:18 AM,2020-02-02,D,Chennai (MAA)
06:05:00,,IndiGo,Departed 6:29 AM,2020-02-02,D,Bengaluru (BLR)
06:05:00,,IndiGo,Departed 6:22 AM,2020-02-02,D,Delhi (DEL)
06:10:00,,Air India,Departed 7:35 AM,2020-02-02,D,Hyderabad (HYD)
06:10:00,,Air India,Departed 6:37 AM,2020-02-02,D,Kolkata (CCU)
06:10:00,,Vistara,Departed 6:36 AM,2020-02-02,D,Hyderabad (HYD)
06:10:00,,IndiGo,Departed 6:33 AM,2020-02-02,D,Chennai (MAA)
06:15:00,Delhi (DEL),Air India,Unknown,2020-02-02,A,
06:15:00,Kuwait City (KWI),Kuwait Airways,Landed 5:35 AM,2020-02-02,A,
06:15:00,,Air India,Departed 7:25 AM,2020-02-02,D,Bengaluru (BLR)
06:15:00,,IndiGo,Departed 6:40 AM,2020-02-02,D,Hyderabad (HYD)
06:20:00,Hyderabad (HYD),IndiGo,Landed 6:04 AM,2020-02-02,A,
06:20:00,,IndiGo,Departed 6:45 AM,2020-02-02,D,Abu Dhabi (AUH)
06:25:00,Dubai (DXB),SpiceJet,Unknown,2020-02-02,A,
06:25:00,,SpiceJet,Departed 6:43 AM,2020-02-02,D,Hyderabad (HYD)
06:25:00,,IndiGo,Departed 6:38 AM,2020-02-02,D,Vadodara (BDQ)
06:30:00,Ahmedabad (AMD),IndiGo,Landed 6:39 AM,2020-02-02,A,
06:30:00,,Gulf Air,Departed 6:50 AM,2020-02-02,D,Bahrain (BAH)
06:30:00,,Vistara,Departed 6:47 AM,2020-02-02,D,Delhi (DEL)
06:30:00,,IndiGo,Departed 6:41 AM,2020-02-02,D,Indore (IDR)
06:35:00,,Kenya Airways,Departed 8:23 AM,2020-02-02,D,Nairobi (NBO)
06:35:00,,SpiceJet,Departed 6:53 AM,2020-02-02,D,Dehradun (DED)
06:40:00,Ahmedabad (AMD),SpiceJet,Landed 6:30 AM,2020-02-02,A,
06:40:00,Goa (GOI),SpiceJet,Landed 6:13 AM,2020-02-02,A,
06:40:00,Muscat (MCT),Oman Air,Landed 6:11 AM,2020-02-02,A,
06:40:00,Bengaluru (BLR),IndiGo,Landed 6:25 AM,2020-02-02,A,
06:45:00,Nagpur (NAG),IndiGo,Landed 6:07 AM,2020-02-02,A,
06:45:00,,Vistara,Departed 6:58 AM,2020-02-02,D,Goa (GOI)
06:45:00,,IndiGo,Departed 6:55 AM,2020-02-02,D,Delhi (DEL)
06:50:00,Chennai (MAA),GoAir,Landed 6:51 AM,2020-02-02,A,
06:50:00,,Air India Express (Sitar/Tabla Livery),Departed 7:23 AM,2020-02-02,D,Doha (DOH)
06:50:00,,SpiceJet,Departed 7:25 AM,2020-02-02,D,Patna (PAT)
06:50:00,,Thai Lion Air,Departed 7:50 AM,2020-02-02,D,Bangkok (DMK)
06:50:00,,Turkish Airlines,Departed 7:09 AM,2020-02-02,D,Istanbul (IST)
06:55:00,Sharjah (SHJ),Air India Express (Red Fort/Gwalior Fort Livery),Landed 6:57 AM,2020-02-02,A,
06:55:00,Jeddah (JED),SpiceJet,Landed 8:35 AM,2020-02-02,A,
06:55:00,,Vistara,Departed 7:23 AM,2020-02-02,D,Kolkata (CCU)
07:00:00,Jeddah (JED),Air India,Landed 6:48 AM,2020-02-02,A,
07:00:00,Riyadh (RUH),SpiceJet,Landed 8:05 AM,2020-02-02,A,
07:00:00,,Air India,Departed 9:28 AM,2020-02-02,D,London (LHR)
07:00:00,,Air India,Departed 7:49 AM,2020-02-02,D,Delhi (DEL)
07:00:00,,Vistara,Departed 7:05 AM,2020-02-02,D,Bengaluru (BLR)
07:05:00,Hyderabad (HYD),Corendon Airlines,Landed 6:47 AM,2020-02-02,A,
07:05:00,Delhi (DEL),IndiGo,Landed 6:57 AM,2020-02-02,A,
07:05:00,Jaipur (JAI),IndiGo,Landed 6:36 AM,2020-02-02,A,
07:05:00,,Air India,Departed 7:34 AM,2020-02-02,D,Indore (IDR)
07:05:00,,Alliance Air,Departed 7:26 AM,2020-02-02,D,Bhuj (BHJ)
07:10:00,Bengaluru (BLR),AirAsia,Landed 7:07 AM,2020-02-02,A,
07:10:00,Bengaluru (BLR),SpiceJet,Landed 6:59 AM,2020-02-02,A,
07:10:00,,IndiGo,Departed 7:17 AM,2020-02-02,D,Guwahati (GAU)
07:15:00,Hyderabad (HYD),Air India,Landed 7:08 AM,2020-02-02,A,
07:15:00,Addis Ababa (ADD),Ethiopian Airlines,Landed 6:27 AM,2020-02-02,A,
07:15:00,Chennai (MAA),IndiGo,Landed 7:06 AM,2020-02-02,A,
07:15:00,,Air India,Departed 7:56 AM,2020-02-02,D,Amritsar (ATQ)
07:15:00,,Kuwait Airways,Departed 7:12 AM,2020-02-02,D,Kuwait City (KWI)
07:20:00,Bengaluru (BLR),GoAir,Landed 7:21 AM,2020-02-02,A,
07:20:00,Bengaluru (BLR),IndiGo,Landed 7:03 AM,2020-02-02,A,
07:20:00,,SpiceJet,Departed 7:44 AM,2020-02-02,D,Delhi (DEL)
07:25:00,Ahmedabad (AMD),Air India (Star Alliance Livery),Landed 7:41 AM,2020-02-02,A,
07:25:00,Abu Dhabi (AUH),Etihad,Landed 7:11 AM,2020-02-02,A,
07:25:00,,SpiceJet,Departed 7:42 AM,2020-02-02,D,Chennai (MAA)
07:25:00,,IndiGo,Departed 7:48 AM,2020-02-02,D,Ahmedabad (AMD)
07:25:00,,IndiGo,Departed 7:38 AM,2020-02-02,D,Bhopal (BHO)
07:30:00,,Vistara,Departed 7:41 AM,2020-02-02,D,Delhi (DEL)
07:35:00,,GoAir,Departed 7:51 AM,2020-02-02,D,Ahmedabad (AMD)
07:35:00,,IndiGo,Departed 7:40 AM,2020-02-02,D,Bengaluru (BLR)
07:40:00,Chennai (MAA),SpiceJet,Landed 7:30 AM,2020-02-02,A,
07:40:00,Cochin (COK),SpiceJet,Landed 7:34 AM,2020-02-02,A,
07:45:00,Delhi (DEL),IndiGo,Landed 7:30 AM,2020-02-02,A,
07:45:00,,Corendon Airlines,Departed 8:10 AM,2020-02-02,D,Varanasi (VNS)
07:45:00,,IndiGo,Departed 7:59 AM,2020-02-02,D,Delhi (DEL)
07:45:00,,IndiGo,Departed 7:53 AM,2020-02-02,D,Kolkata (CCU)
07:50:00,Bengaluru (BLR),IndiGo,Landed 7:37 AM,2020-02-02,A,
07:50:00,,AirAsia,Departed 8:06 AM,2020-02-02,D,Bengaluru (BLR)
07:50:00,,SpiceJet,Departed 9:20 AM,2020-02-02,D,Siliguri (IXB)
07:55:00,Goa (GOI),GoAir,Landed 7:32 AM,2020-02-02,A,
07:55:00,Delhi (DEL),AirAsia,Landed 7:47 AM,2020-02-02,A,
07:55:00,Vadodara (BDQ),IndiGo,Landed 8:24 AM,2020-02-02,A,
07:55:00,Surat (STV),Alliance Air,Unknown,2020-02-02,A,
08:00:00,,GoAir,Departed 9:54 AM,2020-02-02,D,Delhi (DEL)
08:10:00,Kuwait City (KWI),Air India,Landed 9:04 AM,2020-02-02,A,
08:10:00,,Air India,Departed 8:28 AM,2020-02-02,D,Lucknow (LKO)
08:10:00,,SpiceJet,Departed 8:52 AM,2020-02-02,D,Thiruvananthapuram (TRV)
08:15:00,Bengaluru (BLR),Vistara,Landed 8:10 AM,2020-02-02,A,
08:15:00,Hyderabad (HYD),IndiGo,Landed 8:20 AM,2020-02-02,A,
08:15:00,,Air India,Unknown,2020-02-02,D,Delhi (DEL)
08:15:00,,IndiGo,Departed 8:27 AM,2020-02-02,D,Bengaluru (BLR)
08:20:00,Riyadh (RUH),Saudia,Landed 7:54 AM,2020-02-02,A,
08:20:00,,SpiceJet,Departed 8:48 AM,2020-02-02,D,Bengaluru (BLR)
08:25:00,Bangkok (BKK),Air India,Landed 8:46 AM,2020-02-02,A,
08:25:00,Dubai (DXB),Emirates,Landed 8:02 AM,2020-02-02,A,
08:25:00,,Etihad,Departed 8:45 AM,2020-02-02,D,Abu Dhabi (AUH)
08:25:00,,IndiGo,Departed 9:15 AM,2020-02-02,D,Delhi (DEL)
08:30:00,Kolkata (CCU),IndiGo,Landed 8:02 AM,2020-02-02,A,
08:30:00,,Air India,Departed 8:56 AM,2020-02-02,D,Kozhikode (CCJ)
08:30:00,,IndiGo,Departed 8:54 AM,2020-02-02,D,Dubai (DXB)
08:30:00,,IndiGo,Departed 8:50 AM,2020-02-02,D,Nagpur (NAG)
08:35:00,Chennai (MAA),Air India,Landed 9:08 AM,2020-02-02,A,
08:35:00,Bengaluru (BLR),Air India,Landed 8:13 AM,2020-02-02,A,
08:35:00,Chennai (MAA),SpiceJet,Landed 8:14 AM,2020-02-02,A,
08:35:00,Delhi (DEL),SpiceJet,Landed 7:57 AM,2020-02-02,A,
08:35:00,,GoAir,Departed 8:40 AM,2020-02-02,D,Ranchi (IXR)
08:35:00,,Saudia Cargo,Departed 8:15 AM,2020-02-02,D,Jeddah (JED)
08:35:00,,IndiGo,Departed 8:43 AM,2020-02-02,D,Siliguri (IXB)
08:40:00,Hyderabad (HYD),SpiceJet,Landed 8:38 AM,2020-02-02,A,
08:40:00,Chennai (MAA),IndiGo,Landed 8:24 AM,2020-02-02,A,
08:40:00,Indore (IDR),IndiGo,Landed 8:35 AM,2020-02-02,A,
08:40:00,Delhi (DEL),IndiGo,Landed 8:41 AM,2020-02-02,A,
08:40:00,,AirAsia,Departed 9:12 AM,2020-02-02,D,Delhi (DEL)
08:45:00,Dubai (DXB),Air India,Landed 8:13 AM,2020-02-02,A,
08:45:00,Delhi (DEL),Vistara,Landed 8:59 AM,2020-02-02,A,
08:45:00,,Air India,Departed 9:33 AM,2020-02-02,D,Nairobi (NBO)
08:50:00,Surat (STV),SpiceJet,Unknown,2020-02-02,A,
08:50:00,Kolkata (CCU),SpiceJet,Landed 8:49 AM,2020-02-02,A,
08:50:00,Bengaluru (BLR),IndiGo,Landed 8:46 AM,2020-02-02,A,
08:50:00,Dubai (DXB),IndiGo,Landed 9:16 AM,2020-02-02,A,
08:50:00,,IndiGo,Departed 9:23 AM,2020-02-02,D,Patna (PAT)
08:55:00,Ahmedabad (AMD),IndiGo,Landed 8:37 AM,2020-02-02,A,
08:55:00,,SpiceJet,Departed 10:34 AM,2020-02-02,D,Dhaka (DAC)
08:55:00,,IndiGo,Departed 9:19 AM,2020-02-02,D,Hyderabad (HYD)
09:00:00,Chennai (MAA),Vistara,Landed 8:54 AM,2020-02-02,A,
09:00:00,,Air India,Departed 10:40 AM,2020-02-02,D,Delhi (DEL)
09:00:00,,Air India,Departed 10:26 AM,2020-02-02,D,Delhi (DEL)
09:05:00,Kozhikode (CCJ),Air India,Landed 8:57 AM,2020-02-02,A,
09:05:00,Delhi (DEL),Air india (Star Alliance Livery),Landed 9:26 AM,2020-02-02,A,
09:05:00,,Vistara,Departed 9:13 AM,2020-02-02,D,Bengaluru (BLR)
09:10:00,Delhi (DEL),GoAir,Landed 9:10 AM,2020-02-02,A,
09:10:00,Lucknow (LKO),GoAir,Landed 9:06 AM,2020-02-02,A,
09:15:00,Vadodara (BDQ),IndiGo,Landed 8:52 AM,2020-02-02,A,
09:15:00,Chennai (MAA),IndiGo,Landed 9:04 AM,2020-02-02,A,
09:15:00,,Air India,Departed 10:01 AM,2020-02-02,D,Bengaluru (BLR)
09:15:00,,SpiceJet,Departed 9:41 AM,2020-02-02,D,Jaisalmer (JSA)
09:20:00,Nagpur (NAG),Air India,Landed 9:30 AM,2020-02-02,A,
09:20:00,Delhi (DEL),SpiceJet,Landed 9:39 AM,2020-02-02,A,
09:20:00,,SpiceJet,Departed 9:56 AM,2020-02-02,D,Coimbatore (CJB)
09:20:00,,IndiGo,Departed 9:35 AM,2020-02-02,D,Varanasi (VNS)
09:25:00,,Air India,Departed 10:23 AM,2020-02-02,D,Chennai (MAA)
09:25:00,,SpiceJet,Departed 9:25 AM,2020-02-02,D,Porbandar (PBD)
09:25:00,,SpiceJet,Departed 9:31 AM,2020-02-02,D,Jodhpur (JDH)
09:25:00,,IndiGo,Departed 9:46 AM,2020-02-02,D,Kolkata (CCU)
09:25:00,,IndiGo,Departed 9:49 AM,2020-02-02,D,Raipur (RPR)
09:30:00,,SpiceJet,Departed 9:52 AM,2020-02-02,D,Dubai (DXB)
09:30:00,,IndiGo,Departed 10:15 AM,2020-02-02,D,Delhi (DEL)
09:35:00,Bengaluru (BLR),SpiceJet,Landed 9:36 AM,2020-02-02,A,
09:35:00,,IndiGo,Departed 9:59 AM,2020-02-02,D,Bengaluru (BLR)
09:40:00,Cochin (COK),GoAir,Landed 9:22 AM,2020-02-02,A,
09:40:00,Delhi (DEL),IndiGo,Landed 9:35 AM,2020-02-02,A,
09:40:00,,Air India,Departed 10:21 AM,2020-02-02,D,Raipur (RPR)
09:40:00,,IndiGo,Departed 10:03 AM,2020-02-02,D,Chennai (MAA)
09:45:00,Jaipur (JAI),SpiceJet,Landed 9:47 AM,2020-02-02,A,
09:45:00,,GoAir,Departed 10:07 AM,2020-02-02,D,Goa (GOI)
09:45:00,,Vistara,Departed 10:13 AM,2020-02-02,D,Chennai (MAA)
09:50:00,Coimbatore (CJB),IndiGo,Landed 9:29 AM,2020-02-02,A,
09:50:00,Kolkata (CCU),IndiGo,Landed 9:53 AM,2020-02-02,A,
09:50:00,,Air India,Departed 11:02 AM,2020-02-02,D,Patna (PAT)
